ticker,nome_pregao,cod_cvm,segmento,cnpj,nome_cvm,setor,sit,nome,tipo
BLPX39,GX MLP EN IN,050041,Não Classificados,,,,,GX MLP EN IN,acao
BLPA39,GX MLP ETF,050068,Não Classificados,,,,,GX MLP ETF,acao
ARGT39,GX ARGENTINA,056197,Não Classificados,,,,,GX ARGENTINA,acao
BCHQ39,GX MSCICHINA,050181,Não Classificados,,,,,GX MSCICHINA,acao
COLO39,GX COLOMBIA,050120,Não Classificados,,,,,GX COLOMBIA,acao
BQYL39,GX NASDAQ100,050149,Não Classificados,,,,,GX NASDAQ100,acao
EART39,GX RAREARTH,050132,Não Classificados,,,,,GX RAREARTH,acao
BOTZ39,GX ROBOTC AI,050131,Não Classificados,,,,,GX ROBOTC AI,acao
RSSL39,GX RUSSL2000,056200,Não Classificados,,,,,GX RUSSL2000,acao
BCAT39,GX CATHOLVAL,050818,Não Classificados,,,,,GX CATHOLVAL,acao
BSIL39,GX SILVER MN,050106,Não Classificados,,,,,GX SILVER MN,acao
BSOC39,GX SOCIAL MD,050157,Não Classificados,,,,,GX SOCIAL MD,acao
ORBX39,GX SPACETECH,050133,Não Classificados,,,,,GX SPACETECH,acao
BSDV39,GX SUPERDIVD,050092,Não Classificados,,,,,GX SUPERDIVD,acao
BSRE39,GX SUDIVREIT,050611,Não Classificados,,,,,GX SUDIVREIT,acao
BDVD39,GX SUPDIV US,050191,Não Classificados,,,,,GX SUPDIV US,acao
BURA39,GX URANIUM,050173,Não Classificados,,,,,GX URANIUM,acao
BPVE39,GX INFRA DEV,050017,Não Classificados,,,,,GX INFRA DEV,acao
BPFR39,GX USPREFERR,050816,Não Classificados,,,,,GX USPREFERR,acao
BPFV39,GX VAR RTPRF,050817,Não Classificados,,,,,GX VAR RTPRF,acao
BHER39,GX GAMES SPT,050033,Não Classificados,,,,,GX GAMES SPT,acao
GGPS3,GPS,025712,Serviços Diversos,09.229.201/0001-30,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A,Adm. Part. - Sem Setor Principal,ATIVO,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A,acao
EGGY3,GRANJA FARIA,027219,Agricultura,81.616.807/0001-55,GRANJA FARIA S.A.,Alimentos,ATIVO,GRANJA FARIA S.A.,acao
CGRA3,GRAZZIOTIN,004537,Tecidos. Vestuário e Calçados,92.012.467/0001-70,GRAZZIOTIN SA,Comércio (Atacado e Varejo),ATIVO,GRAZZIOTIN SA,acao
CGRA4,GRAZZIOTIN,004537,Tecidos. Vestuário e Calçados,92.012.467/0001-70,GRAZZIOTIN SA,Comércio (Atacado e Varejo),ATIVO,GRAZZIOTIN SA,acao
GRND3,GRENDENE,019615,Calçados,89.850.341/0001-60,GRENDENE SA,Têxtil e Vestuário,ATIVO,GRENDENE SA,acao
BHIA3,CASAS BAHIA,006505,Eletrodomésticos,33.041.260/0652-90,GRUPO CASAS BAHIA S.A.,Comércio (Atacado e Varejo),ATIVO,GRUPO CASAS BAHIA S.A.,acao
GMAT3,GRUPO MATEUS,025186,Alimentos,24.990.777/0001-09,GRUPO MATEUS S.A.,Adm. Part. - Comércio (Atacado e Varejo),ATIVO,GRUPO MATEUS S.A.,acao
MLAS3,MULTILASER,026034,Computadores e Equipamentos,59.717.553/0001-02,GRUPO MULTILASER S.A.,Comunicação e Informática,ATIVO,GRUPO MULTILASER S.A.,acao
SALT3,GRUPO SALTA,027820,Serviços Educacionais,17.765.891/0001-70,GRUPO SALTA EDUCAÇÃO S.A.,Adm. Part. - Educação,ATIVO,GRUPO SALTA EDUCAÇÃO S.A.,acao
SALT5,GRUPO SALTA,027820,Serviços Educacionais,17.765.891/0001-70,GRUPO SALTA EDUCAÇÃO S.A.,Adm. Part. - Educação,ATIVO,GRUPO SALTA EDUCAÇÃO S.A.,acao
SALT6,GRUPO SALTA,027820,Serviços Educacionais,17.765.891/0001-70,GRUPO SALTA EDUCAÇÃO S.A.,Adm. Part. - Educação,ATIVO,GRUPO SALTA EDUCAÇÃO S.A.,acao
SBFG3,GRUPO SBF,024694,Produtos Diversos,13.217.485/0001-11,GRUPO SBF S.A.,Comércio (Atacado e Varejo),ATIVO,GRUPO SBF S.A.,acao
TOKY3,GRUPO TOKY,025461,Móveis,31.553.627/0001-01,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),ATIVO,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,acao
TOKY12,GRUPO TOKY,025461,Móveis,31.553.627/0001-01,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),ATIVO,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,acao
TOKY11,GRUPO TOKY,025461,Móveis,31.553.627/0001-01,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),ATIVO,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,fii
RIAA3,RIACHUELO,004669,Tecidos. Vestuário e Calçados,08.402.943/0001-52,GUARARAPES CONFECÇÕES SA,Têxtil e Vestuário,ATIVO,GUARARAPES CONFECÇÕES SA,acao
HAGA3,HAGA S/A,013366,Artefatos de Ferro e Aço,30.540.991/0001-66,HAGA S.A. INDÚSTRIA E COMÉRCIO,Metalurgia e Siderurgia,ATIVO,HAGA S.A. INDÚSTRIA E COMÉRCIO,acao
HAGA4,HAGA S/A,013366,Artefatos de Ferro e Aço,30.540.991/0001-66,HAGA S.A. INDÚSTRIA E COMÉRCIO,Metalurgia e Siderurgia,ATIVO,HAGA S.A. INDÚSTRIA E COMÉRCIO,acao
HAPV3,HAPVIDA,024392,Serv.Méd.Hospit..Análises e Diagnósticos,05.197.443/0001-38,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,Serviços Médicos,ATIVO,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,acao
HBRE3,HBR REALTY,025402,Exploração de Imóveis,14.785.152/0001-51,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,Constr. e Decoração,ATIVO,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,acao
HBOR3,HELBOR,020877,Incorporações,49.263.189/0001-02,HELBOR EMPREENDIMENTOS S/A,Constr. e Decoração,ATIVO,HELBOR EMPREENDIMENTOS S/A,acao
HETA3,HERCULES,006629,Utensílios Domésticos,92.749.225/0001-63,HERCULES S/A - FABRICA DE TALHERES,Metalurgia e Siderurgia,ATIVO,HERCULES S/A - FABRICA DE TALHERES,acao
HETA4,HERCULES,006629,Utensílios Domésticos,92.749.225/0001-63,HERCULES S/A - FABRICA DE TALHERES,Metalurgia e Siderurgia,ATIVO,HERCULES S/A - FABRICA DE TALHERES,acao
HBSA3,HIDROVIAS,022675,Transporte Hidroviário,12.648.327/0001-53,HIDROVIAS DO BRASIL S.A.,Serviços Transporte e Logística,ATIVO,HIDROVIAS DO BRASIL S.A.,acao
HMOB3,HMOBI S.A,025674,Serviços de Apoio e Armazenagem,40.159.947/0001-64,HMOBI PARTICIPAÇÕES S.A,Adm. Part. - Sem Setor Principal,ATIVO,HMOBI PARTICIPAÇÕES S.A,acao
HMRN31,HOMERUN INC,059445,Não Classificados,,,,,HOMERUN INC,acao
MATD3,MATER DEI,025690,Serv.Méd.Hospit..Análises e Diagnósticos,16.676.520/0001-59,HOSPITAL MATER DEI S.A.,Serviços Médicos,ATIVO,HOSPITAL MATER DEI S.A.,acao
HOOT3,HOTEIS OTHON,006700,Hotelaria,33.200.049/0001-47,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,Hospedagem e Turismo,ATIVO,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,acao
HOOT4,HOTEIS OTHON,006700,Hotelaria,33.200.049/0001-47,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,Hospedagem e Turismo,ATIVO,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,acao
HYPE3,HYPERA,021431,Medicamentos e Outros Produtos,02.932.074/0001-91,HYPERA S/A,Farmacêutico e Higiene,ATIVO,HYPERA S/A,acao
IGSN3,IGUA SA,023175,Água e Saneamento,08.159.965/0001-33,IGUA SANEAMENTO S.A.,Água e Gás,ATIVO,IGUA SANEAMENTO S.A.,acao
IGTI3,IGUATEMI S.A,008672,Exploração de Imóveis,60.543.816/0001-93,IGUATEMI S.A.,Adm. Part. - Comércio (Atacado e Varejo),ATIVO,IGUATEMI S.A.,acao
IGTI4,IGUATEMI S.A,008672,Exploração de Imóveis,60.543.816/0001-93,IGUATEMI S.A.,Adm. Part. - Comércio (Atacado e Varejo),ATIVO,IGUATEMI S.A.,acao
IGTI11,IGUATEMI S.A,008672,Exploração de Imóveis,60.543.816/0001-93,IGUATEMI S.A.,Adm. Part. - Comércio (Atacado e Varejo),ATIVO,IGUATEMI S.A.,fii
INNC3,INC SA,024279,Incorporações,09.611.768/0001-76,INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,Constr. e Decoração,ATIVO,INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,acao
INEP3,INEPAR,007595,Máq. e Equip. Industriais,76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,acao
INEP4,INEPAR,007595,Máq. e Equip. Industriais,76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,acao
IFCM3,INFRACOMM,025747,Programas e Serviços,38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,Comércio (Atacado e Varejo),ATIVO,INFRACOMMERCE CXAAS S.A.,acao
INTB3,INTELBRAS,025453,Computadores e Equipamentos,82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,Comércio (Atacado e Varejo),ATIVO,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,acao
INBR32,INTER CO,080217,Bancos,,,,,INTER CO,acao
MEAL3,IMC S/A,023574,Restaurante e Similares,17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Alimentos,ATIVO,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,acao
FIGE3,INVEST BEMGE,006041,Outros Intermediarios Financeiros,01.548.981/0001-79,INVESTIMENTOS BEMGE S.A.,Bancos,ATIVO,INVESTIMENTOS BEMGE S.A.,acao
FIGE4,INVEST BEMGE,006041,Outros Intermediarios Financeiros,01.548.981/0001-79,INVESTIMENTOS BEMGE S.A.,Bancos,ATIVO,INVESTIMENTOS BEMGE S.A.,acao
MYPK3,IOCHP-MAXION,011932,Automóveis e Motocicletas,61.156.113/0001-75,IOCHPE MAXION SA,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,IOCHPE MAXION SA,acao
RANI3,IRANI,002429,Embalagens,92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,Embalagens,ATIVO,IRANI PAPEL E EMBALAGEM S.A.,acao
IRBR3,IRBBRASIL RE,024180,Resseguradoras,33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,Seguradoras e Corretoras,ATIVO,IRB - BRASIL RESSEGUROS S.A.,acao
ISAE3,ISA ENERGIA,018376,Energia Elétrica,02.998.611/0001-04,ISA ENERGIA BRASIL S.A.,Energia Elétrica,ATIVO,ISA ENERGIA BRASIL S.A.,acao
ISAE4,ISA ENERGIA,018376,Energia Elétrica,02.998.611/0001-04,ISA ENERGIA BRASIL S.A.,Energia Elétrica,ATIVO,ISA ENERGIA BRASIL S.A.,acao
BSHV39,BKR 0 1 SHV,050297,Não Classificados,,,,,BKR 0 1 SHV,acao
DOLL39,BKR DOLL ETF,050821,Não Classificados,,,,,BKR DOLL ETF,acao
BHYC39,BKR 0 5 YRHY,050826,Não Classificados,,,,,BKR 0 5 YRHY,acao
BSTI39,BKR STIP,050018,Não Classificados,,,,,BKR STIP,acao
BIGL39,BKR10PLUSGC,050053,Não Classificados,,,,,BKR10PLUSGC,acao
BTLH39,BKR 1020Y TB,050048,Não Classificados,,,,,BKR 1020Y TB,acao
BSHY39,BKR 1 3 YRTR,050301,Não Classificados,,,,,BKR 1 3 YRTR,acao
BIGS39,BKR 1 5YGRCO,050820,Não Classificados,,,,,BKR 1 5YGRCO,acao
BTLT39,BKR 20YR TRS,050319,Não Classificados,,,,,BKR 20YR TRS,acao
BGOZ39,BKR TRSTRIPS,050049,Não Classificados,,,,,BKR TRSTRIPS,acao
BIEI39,BKR 3 7 YRTR,050289,Não Classificados,,,,,BKR 3 7 YRTR,acao
BIYT39,BKR 7 10 YRT,050271,Não Classificados,,,,,BKR 7 10 YRT,acao
BQLT39,BKR A RATED,050014,Não Classificados,,,,,BKR A RATED,acao
BIBB39,ICE BIOTECH,079286,Não Classificados,,,,,ICE BIOTECH,acao
IBIT39,BKR BITCOIN,050036,Não Classificados,,,,,BKR BITCOIN,acao
USIG39,BROAD US INV,050099,Não Classificados,,,,,BROAD US INV,acao
BFXI39,CHINALARGECA,079600,Não Classificados,,,,,CHINALARGECA,acao
BICV39,BKR CNVTIBLE,050004,Não Classificados,,,,,BKR CNVTIBLE,acao
BAOK39,BKR CSV ALOC,050010,Não Classificados,,,,,BKR CSV ALOC,acao
BAOM39,BKR MOD ALOC,050023,Não Classificados,,,,,BKR MOD ALOC,acao
BAOR39,BKR BAL ALOC,050022,Não Classificados,,,,,BKR BAL ALOC,acao
BAOA39,BKR AGR ALOC,050009,Não Classificados,,,,,BKR AGR ALOC,acao
BGWH39,COREDIVGROWT,079588,Não Classificados,,,,,COREDIVGROWT,acao
BHDV39,BKR CORE HDV,050408,Não Classificados,,,,,BKR CORE HDV,acao
BIAG39,BKR INTLAGGT,050050,Não Classificados,,,,,BKR INTLAGGT,acao
BIEF39,COREMSCIEAFE,079170,Não Classificados,,,,,COREMSCIEAFE,acao
BIEM39,COREMSCI EMK,079189,Não Classificados,,,,,COREMSCI EMK,acao
BIEU39,COREMSCI EUR,079405,Não Classificados,,,,,COREMSCI EUR,acao
BIPC39,BKR CORPACIF,050829,Não Classificados,,,,,BKR CORPACIF,acao
BIXU39,BKR TI STOCK,050056,Não Classificados,,,,,BKR TI STOCK,acao
BIVB39,CORE SP 500,079154,Não Classificados,,,,,CORE SP 500,acao
BIJH39,CORE MIDCAP,079294,Não Classificados,,,,,CORE MIDCAP,acao
BIJR39,CORESMALLCAP,079308,Não Classificados,,,,,CORESMALLCAP,acao
BITO39,CORE SP TOTA,079073,Não Classificados,,,,,CORE SP TOTA,acao
BAGG39,BKR US AGGRE,050015,Não Classificados,,,,,BKR US AGGRE,acao
BIUS39,BKR CORE UNV,050221,Não Classificados,,,,,BKR CORE UNV,acao
BUSR39,CORE US REIT,079650,Não Classificados,,,,,CORE US REIT,acao
BHEF39,CURHEDGEMSCI,079472,Não Classificados,,,,,CURHEDGEMSCI,acao
BHEZ39,BKR CH EUROZ,050838,Não Classificados,,,,,BKR CH EUROZ,acao
BHEW39,BKR CH JAPAN,050839,Não Classificados,,,,,BKR CH JAPAN,acao
BIHA39,BKR CYBTECH,050467,Não Classificados,,,,,BKR CYBTECH,acao
BDVE39,BKR EMER DIV,050011,Não Classificados,,,,,BKR EMER DIV,acao
BEGD39,TRTMSCI EAFE,079260,Não Classificados,,,,,TRTMSCI EAFE,acao
BEGE39,INC ESG AWAR,079278,Não Classificados,,,,,INC ESG AWAR,acao
BEGU39,TRUSTMSCI US,079251,Não Classificados,,,,,TRUSTMSCI US,acao
BEAG39,BKR ESG AGGR,050006,Não Classificados,,,,,BKR ESG AGGR,acao
BSUC39,BKR ESG AWCP,050246,Não Classificados,,,,,BKR ESG AWCP,acao
BSUS39,ESGMSCIUSA L,079677,Não Classificados,,,,,ESGMSCIUSA L,acao
BUSA39,BKR OPT USA,079928,Não Classificados,,,,,BKR OPT USA,acao
ETHA39,BKR ETHEREUM,050037,Não Classificados,,,,,BKR ETHEREUM,acao
BIEV39,EUROPE ETF,079430,Não Classificados,,,,,EUROPE ETF,acao
BIET39,BKR TECHSOFT,050825,Não Classificados,,,,,BKR TECHSOFT,acao
BFAL39,BKR FLL ANGL,050007,Não Classificados,,,,,BKR FLL ANGL,acao
BFLO39,BKR FLOAT RT,050254,Não Classificados,,,,,BKR FLOAT RT,acao
BARY39,BKR FUT AIT,050556,Não Classificados,,,,,BKR FUT AIT,acao
BXTC39,EXPON TECHNL,079243,Não Classificados,,,,,EXPON TECHNL,acao
BIDN39,BKR GENO IMM,050521,Não Classificados,,,,,BKR GENO IMM,acao
BGLC39,BKR GLOB100,050057,Não Classificados,,,,,BKR GLOB100,acao
BICL39,BKR GL CLEAN,079901,Não Classificados,,,,,BKR GL CLEAN,acao
BKXI39,BKR GB STAMP,050416,Não Classificados,,,,,BKR GB STAMP,acao
BIXC39,BKR GLB ENER,050827,Não Classificados,,,,,BKR GLB ENER,acao
BIXG39,BKR GL FIN,079855,Não Classificados,,,,,BKR GL FIN,acao
BIXJ39,GLOBALHEALTH,079324,Não Classificados,,,,,GLOBALHEALTH,acao
BIGF39,GLOBAL INFRA,079235,Não Classificados,,,,,GLOBAL INFRA,acao
BGRT39,GLOBAL REIT,079669,Não Classificados,,,,,GLOBAL REIT,acao
BIXN39,GLOBAL TECH,079332,Não Classificados,,,,,GLOBAL TECH,acao
BIAU39,GOLD TRUST,079006,Não Classificados,,,,,GOLD TRUST,acao
BCOM39,BKR COMT ROL,050020,Não Classificados,,,,,BKR COMT ROL,acao
BHYG39,BKR IBOXX HY,050211,Não Classificados,,,,,BKR IBOXX HY,acao
BLQD39,BKR IBOX IGC,050238,Não Classificados,,,,,BKR IBOX IGC,acao
BIDV39,BKR INTL SLD,050021,Não Classificados,,,,,BKR INTL SLD,acao
BIGO39,BKR INTL TRS,050052,Não Classificados,,,,,BKR INTL TRS,acao
BILF39,LATIN AMER40,079146,Não Classificados,,,,,LATIN AMER40,acao
BCRB39,BKR LOWCARBO,050531,Não Classificados,,,,,BKR LOWCARBO,acao
BMBB39,BKR MBS,050005,Não Classificados,,,,,BKR MBS,acao
BMRE39,BKR MORTGAGE,050475,Não Classificados,,,,,BKR MORTGAGE,acao
BACW39,MSCI ACWI,079162,Não Classificados,,,,,MSCI ACWI,acao
ACWX39,MSCI ACWI US,050073,Não Classificados,,,,,MSCI ACWI US,acao
BVEG39,BKR GBL AGRO,050835,Não Classificados,,,,,BKR GBL AGRO,acao
BAAX39,MSCI ASIA JP,079030,Não Classificados,,,,,MSCI ASIA JP,acao
BEWA39,MSCIAUSTRALI,079626,Não Classificados,,,,,MSCIAUSTRALI,acao
BEWO39,MSCI AUSTRIA,050090,Não Classificados,,,,,MSCI AUSTRIA,acao
BEWZ39,MSCI BRAZIL,079383,Não Classificados,,,,,MSCI BRAZIL,acao
BEWC39,MSCI CANADA,079618,Não Classificados,,,,,MSCI CANADA,acao
BECH39,BKR CHILE,050058,Não Classificados,,,,,BKR CHILE,acao
BCNY39,BKR CHINA A,050424,Não Classificados,,,,,BKR CHINA A,acao
BCHI39,MSCI CHINA,079227,Não Classificados,,,,,MSCI CHINA,acao
EDEN39,MSCI DENMARK,050077,Não Classificados,,,,,MSCI DENMARK,acao
BEFA39,MSCI EAFE,079014,Não Classificados,,,,,MSCI EAFE,acao
BEFG39,MSCIEAFEGROW,079537,Não Classificados,,,,,MSCIEAFEGROW,acao
BFAV39,MSCIMINVOL F,079464,Não Classificados,,,,,MSCIMINVOL F,acao
BSCZ39,BKR MS EAFE,079880,Não Classificados,,,,,BKR MS EAFE,acao
BEFV39,MSCIEAFEVALU,079561,Não Classificados,,,,,MSCIEAFEVALU,acao
BEEM39,MSCI EMGMARK,079022,Não Classificados,,,,,MSCI EMGMARK,acao
BEMC39,BKR EME XCHI,050012,Não Classificados,,,,,BKR EME XCHI,acao
BEMV39,MSCIEMMRKMI,079499,Não Classificados,,,,,MSCIEMMRKMI,acao
BEUF39,BKR EURP FNC,050483,Não Classificados,,,,,BKR EURP FNC,acao
BEZU39,MSCIEUROZONE,079391,Não Classificados,,,,,MSCIEUROZONE,acao
BEWQ39,MSCI FRANCE,079642,Não Classificados,,,,,MSCI FRANCE,acao
BEWG39,MSCI GERMANY,079103,Não Classificados,,,,,MSCI GERMANY,acao
BPIC39,BKR GBMM PRD,050548,Não Classificados,,,,,BKR GBMM PRD,acao
BCWV39,MSCIGLMIVOLF,079596,Não Classificados,,,,,MSCIGLMIVOLF,acao
BSDG39,BKR GB SDVGO,050564,Não Classificados,,,,,BKR GB SDVGO,acao
BEWH39,MSCIHONGKONG,079359,Não Classificados,,,,,MSCIHONGKONG,acao
BNDA39,MSCI INDIA,079375,Não Classificados,,,,,MSCI INDIA,acao
SMIN39,MSCI INDIASC,050095,Não Classificados,,,,,MSCI INDIASC,acao
EIDO39,MSCIINDONESI,050078,Não Classificados,,,,,MSCIINDONESI,acao
BEIS39,MSCI ISRAEL,050079,Não Classificados,,,,,MSCI ISRAEL,acao
BEWI39,MSCI ITALY,050086,Não Classificados,,,,,MSCI ITALY,acao
BEWJ39,MSCI JAPAN,079200,Não Classificados,,,,,MSCI JAPAN,acao
EWJV39,MSCI JAPAN V,050087,Não Classificados,,,,,MSCI JAPAN V,acao
BEWM39,MSCIMALAYSIA,050088,Não Classificados,,,,,MSCIMALAYSIA,acao
BEWW39,MSCI MEXICO,079111,Não Classificados,,,,,MSCI MEXICO,acao
BEWN39,MSCINETHERLD,050089,Não Classificados,,,,,MSCINETHERLD,acao
BEPP39,BKR MSCI JPN,050837,Não Classificados,,,,,BKR MSCI JPN,acao
BEPU39,MSCI PERU GE,050082,Não Classificados,,,,,MSCI PERU GE,acao
EPHE39,MSCIPHILIPNE,050080,Não Classificados,,,,,MSCIPHILIPNE,acao
EPOL39,MSCI POLAND,050081,Não Classificados,,,,,MSCI POLAND,acao
BERU39,BKR MS RUSS,079871,Não Classificados,,,,,BKR MS RUSS,acao
BKSA39,BKR SAUDARAB,050432,Não Classificados,,,,,BKR SAUDARAB,acao
BEWS39,MSCISINGAPOR,050093,Não Classificados,,,,,MSCISINGAPOR,acao
BEZA39,MSCI SAFRICA,050094,Não Classificados,,,,,MSCI SAFRICA,acao
BEWY39,MSCISOUTHKOR,079340,Não Classificados,,,,,MSCISOUTHKOR,acao
BEWP39,MSCI SPAIN,079120,Não Classificados,,,,,MSCI SPAIN,acao
BEWD39,MSCI SWEDEN,050085,Não Classificados,,,,,MSCI SWEDEN,acao
BEWL39,MSCI SWITZER,079634,Não Classificados,,,,,MSCI SWITZER,acao
BEWT39,MSCI TAIWAN,079367,Não Classificados,,,,,MSCI TAIWAN,acao
BTHD39,MSCITHAILAND,050096,Não Classificados,,,,,MSCITHAILAND,acao
TURK39,MSCI TURKEY,050097,Não Classificados,,,,,MSCI TURKEY,acao
BUAE39,BKR MSCI UAE,050098,Não Classificados,,,,,BKR MSCI UAE,acao
BEWU39,MSCI UK,079090,Não Classificados,,,,,MSCI UK,acao
BEUW39,BKR EQUALWG,050055,Não Classificados,,,,,BKR EQUALWG,acao
BUSM39,MSCI US MVOL,079081,Não Classificados,,,,,MSCI US MVOL,acao
BMTU39,MSCIUSAMOM F,079480,Não Classificados,,,,,MSCIUSAMOM F,acao
BQUA39,MSCIUSQUAL F,079502,Não Classificados,,,,,MSCIUSQUAL F,acao
BGAR39,MSCI US GARP,050066,Não Classificados,,,,,MSCI US GARP,acao
BSIZ39,MSCIUSASIZF,079510,Não Classificados,,,,,MSCIUSASIZF,acao
BVLU39,MSCIUSVALUEF,079545,Não Classificados,,,,,MSCIUSVALUEF,acao
BURT39,BKR MS WLD,079910,Não Classificados,,,,,BKR MS WLD,acao
QTOP39,NASDAQ TOP30,050064,Não Classificados,,,,,NASDAQ TOP30,acao
BIGE39,BKR NAM NATU,050823,Não Classificados,,,,,BKR NAM NATU,acao
BREZ39,BKR RESMULTS,050491,Não Classificados,,,,,BKR RESMULTS,acao
BIWF39,RUSSEL1000GR,079570,Não Classificados,,,,,RUSSEL1000GR,acao
BIWD39,RUSSEL 1000V,050074,Não Classificados,,,,,RUSSEL 1000V,acao
BIWM39,RUSSELL 2000,079065,Não Classificados,,,,,RUSSELL 2000,acao
BOEF39,BKR SP100,079847,Não Classificados,,,,,BKR SP100,acao
BIVW39,SP500GROWTH,079456,Não Classificados,,,,,SP500GROWTH,acao
BIVE39,SP500 VALUE,079448,Não Classificados,,,,,SP500 VALUE,acao
BIJT39,SP SCAP 600G,050065,Não Classificados,,,,,SP SCAP 600G,acao
BIJS39,BKR SPSM600V,050441,Não Classificados,,,,,BKR SPSM600V,acao
BDVY39,SELECT DIVID,079049,Não Classificados,,,,,SELECT DIVID,acao
BIDR39,BKR SELFDRIV,050505,Não Classificados,,,,,BKR SELFDRIV,acao
BSOX39,BKR SEMICOND,079898,Não Classificados,,,,,BKR SEMICOND,acao
BSLV39,SILVER TRUST,079057,Não Classificados,,,,,SILVER TRUST,acao
BTIP39,BKR TIP,050019,Não Classificados,,,,,BKR TIP,acao
TOPB39,TOP20USSTOCK,050063,Não Classificados,,,,,TOP20USSTOCK,acao
BTFL39,BKR FLOT RTE,050013,Não Classificados,,,,,BKR FLOT RTE,acao
BIYM39,BKR BASICMAT,050833,Não Classificados,,,,,BKR BASICMAT,acao
BIYE39,BKR US ENER,079863,Não Classificados,,,,,BKR US ENER,acao
BIYG39,USFINANCSERV,079553,Não Classificados,,,,,USFINANCSERV,acao
BIHF39,BKR HEALTHPR,050834,Não Classificados,,,,,BKR HEALTHPR,acao
BITB39,BKR HM CNSTR,050828,Não Classificados,,,,,BKR HM CNSTR,acao
BIYJ39,BKR US INDLS,050831,Não Classificados,,,,,BKR US INDLS,acao
BIAK39,US INSURANCE,050070,Não Classificados,,,,,US INSURANCE,acao
BIHI39,USMEDICDEVIC,079529,Não Classificados,,,,,USMEDICDEVIC,acao
BIEZ39,USOIL EQSRV,050071,Não Classificados,,,,,USOIL EQSRV,acao
BIAT39,BKR REGBANK,050054,Não Classificados,,,,,BKR REGBANK,acao
BIYZ39,US TELECOM,050072,Não Classificados,,,,,US TELECOM,acao
BAER39,US AEROSPACE,079138,Não Classificados,,,,,US AEROSPACE,acao
BIAI39,USBROKERD SE,050069,Não Classificados,,,,,USBROKERD SE,acao
BIYC39,BKR CODISCRT,050459,Não Classificados,,,,,BKR CODISCRT,acao
BIYK39,BKR COSTAPLE,050513,Não Classificados,,,,,BKR COSTAPLE,acao
BIYF39,US FINANCIAL,079219,Não Classificados,,,,,US FINANCIAL,acao
BIFR39,BKR US INFRA,050572,Não Classificados,,,,,BKR US INFRA,acao
BIEO39,BKR OIL GAS,050836,Não Classificados,,,,,BKR OIL GAS,acao
BIHE39,BKR PHARMACL,050832,Não Classificados,,,,,BKR PHARMACL,acao
BIYW39,US TECHNOLOG,079197,Não Classificados,,,,,US TECHNOLOG,acao
BIYP39,BKR TRANSPTN,050840,Não Classificados,,,,,BKR TRANSPTN,acao
BGOV39,BKR US TREAS,050262,Não Classificados,,,,,BKR US TREAS,acao
BUTL39,BKR US UTILT,050581,Não Classificados,,,,,BKR US UTILT,acao
BBGR39,BKR US GREEN,050001,Não Classificados,,,,,BKR US GREEN,acao
