ticker,nome_pregao,cod_cvm,segmento,cnpj,nome_cvm,setor,sit,nome,tipo
ROMI3,ROMI,007510,Máq. e Equip. Industriais,56.720.428/0001-63,ROMI S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,ROMI S.A.,acao
RSID3,ROSSI RESID,016306,Incorporações,,,,,ROSSI RESID,acao
RAIL3,RUMO S.A.,017450,Transporte Ferroviário,02.387.241/0001-60,RUMO S.A.,Adm. Part. - Serviços Transporte e Logística,ATIVO,RUMO S.A.,acao
SNSY3,SANSUY,012696,Materiais Diversos,14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,Petroquímicos e Borracha,ATIVO,SANSUY SA INDÚSTRIA  DE PLASTICOS,acao
SNSY5,SANSUY,012696,Materiais Diversos,14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,Petroquímicos e Borracha,ATIVO,SANSUY SA INDÚSTRIA  DE PLASTICOS,acao
SNSY6,SANSUY,012696,Materiais Diversos,14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,Petroquímicos e Borracha,ATIVO,SANSUY SA INDÚSTRIA  DE PLASTICOS,acao
SCAR3,SAO CARLOS,013781,Exploração de Imóveis,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,Adm. Part. - Sem Setor Principal,ATIVO,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,acao
SMTO3,SAO MARTINHO,020516,Açucar e Alcool,51.466.860/0001-56,SÃO MARTINHO SA,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,SÃO MARTINHO SA,acao
AHEB3,SPTURIS,009415,Produção de Eventos e Shows,62.002.886/0001-60,SÃO PAULO TURISMO S.A.,Adm. Part. - Hospedagem e Turismo,ATIVO,SÃO PAULO TURISMO S.A.,acao
AHEB5,SPTURIS,009415,Produção de Eventos e Shows,62.002.886/0001-60,SÃO PAULO TURISMO S.A.,Adm. Part. - Hospedagem e Turismo,ATIVO,SÃO PAULO TURISMO S.A.,acao
AHEB6,SPTURIS,009415,Produção de Eventos e Shows,62.002.886/0001-60,SÃO PAULO TURISMO S.A.,Adm. Part. - Hospedagem e Turismo,ATIVO,SÃO PAULO TURISMO S.A.,acao
SHUL3,SCHULZ,014664,Motores . Compressores e Outros,84.693.183/0001-68,SCHULZ SA,Metalurgia e Siderurgia,ATIVO,SCHULZ SA,acao
SHUL4,SCHULZ,014664,Motores . Compressores e Outros,84.693.183/0001-68,SCHULZ SA,Metalurgia e Siderurgia,ATIVO,SCHULZ SA,acao
ASAI3,ASSAI,025372,Alimentos,06.057.223/0001-71,SENDAS DISTRIBUIDORA S.A.,Comércio (Atacado e Varejo),ATIVO,SENDAS DISTRIBUIDORA S.A.,acao
SEQL3,SEQUOIA LOG,025160,Transporte Rodoviário,01.599.101/0001-93,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,Serviços Transporte e Logística,ATIVO,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,acao
SEER3,SER EDUCA,023221,Serviços Educacionais,04.986.320/0001-13,SER EDUCACIONAL S.A.,Educação,ATIVO,SER EDUCACIONAL S.A.,acao
SIMH3,SIMPAR,025003,Holdings Diversificadas,07.415.333/0001-20,SIMPAR S.A.,Serviços Transporte e Logística,ATIVO,SIMPAR S.A.,acao
SLCE3,SLC AGRICOLA,020745,Agricultura,89.096.457/0001-55,SLC AGRICOLA SA,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,SLC AGRICOLA SA,acao
SMFT3,SMART FIT,024260,Atividades Esportivas,07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,Brinquedos e Lazer,ATIVO,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,acao
SOND3,SONDOTECNICA,010880,Engenharia Consultiva,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,Constr. e Decoração,ATIVO,SONDOTECNICA ENGENHARIA SOLOS S.A.,acao
SOND5,SONDOTECNICA,010880,Engenharia Consultiva,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,Constr. e Decoração,ATIVO,SONDOTECNICA ENGENHARIA SOLOS S.A.,acao
SOND6,SONDOTECNICA,010880,Engenharia Consultiva,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,Constr. e Decoração,ATIVO,SONDOTECNICA ENGENHARIA SOLOS S.A.,acao
OPSE3,SUDESTE S/A,016586,Outros,02.062.747/0001-08,SUDESTE SA,Adm. Part. - Sem Setor Principal,ATIVO,SUDESTE SA,acao
OPTS3,SUL 116 PART,016438,Outros,01.957.772/0001-89,SUL 116 PARTICIPAÇÕES S.A.,Adm. Part. - Telecomunicações,ATIVO,SUL 116 PARTICIPAÇÕES S.A.,acao
NEMO3,SUZANO HOLD,009067,Papel e Celulose,60.651.809/0001-05,SUZANO HOLDING S.A.,Adm. Part. - Papel e Celulose,ATIVO,SUZANO HOLDING S.A.,acao
SUZB3,SUZANO S.A.,013986,Papel e Celulose,16.404.287/0001-55,SUZANO S.A.,Papel e Celulose,ATIVO,SUZANO S.A.,acao
SYNE3,SYN PROP TEC,021040,Exploração de Imóveis,08.801.621/0001-86,SYN PROP & TECH S.A.,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,SYN PROP & TECH S.A.,acao
SHOW3,TIME FOR FUN,022454,Produção de Eventos e Shows,02.860.694/0001-62,T4F ENTRETENIMENTO SA,Brinquedos e Lazer,ATIVO,T4F ENTRETENIMENTO SA,acao
TASA3,TAURUS ARMAS,006173,Armas e Munições,92.781.335/0001-02,TAURUS ARMAS S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,TAURUS ARMAS S.A.,acao
TASA4,TAURUS ARMAS,006173,Armas e Munições,92.781.335/0001-02,TAURUS ARMAS S.A.,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,TAURUS ARMAS S.A.,acao
TECN3,TECHNOS,022519,Acessórios,09.295.063/0001-97,TECHNOS SA,Comércio (Atacado e Varejo),ATIVO,TECHNOS SA,acao
TCSA3,TECNISA,020435,Incorporações,08.065.557/0001-12,TECNISA S/A,Constr. e Decoração,ATIVO,TECNISA S/A,acao
TGMA3,TEGMA,020800,Transporte Rodoviário,02.351.144/0001-18,TEGMA GESTÃO LOGÍSTICA SA,Serviços Transporte e Logística,ATIVO,TEGMA GESTÃO LOGÍSTICA SA,acao
TELB3,TELEBRAS,011258,Telecomunicações,00.336.701/0001-04,TELEC. BRASILEIRAS S.A. - TELEBRÁS,Telecomunicações,ATIVO,TELEC. BRASILEIRAS S.A. - TELEBRÁS,acao
TELB4,TELEBRAS,011258,Telecomunicações,00.336.701/0001-04,TELEC. BRASILEIRAS S.A. - TELEBRÁS,Telecomunicações,ATIVO,TELEC. BRASILEIRAS S.A. - TELEBRÁS,acao
VIVT3,TELEF BRASIL,017671,Telecomunicações,02.558.157/0001-62,TELEFÔNICA BRASIL S.A.,Telecomunicações,ATIVO,TELEFÔNICA BRASIL S.A.,acao
LAND3,TERRASANTAPA,026000,Agricultura,40.337.136/0001-06,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,acao
TXRX3,TEX RENAUX,007544,Fios e Tecidos,82.982.075/0001-80,TÊXTIL RENAUXVIEW S/A,Têxtil e Vestuário,ATIVO,TÊXTIL RENAUXVIEW S/A,acao
TXRX4,TEX RENAUX,007544,Fios e Tecidos,82.982.075/0001-80,TÊXTIL RENAUXVIEW S/A,Têxtil e Vestuário,ATIVO,TÊXTIL RENAUXVIEW S/A,acao
TIMS3,TIM,024929,Telecomunicações,02.421.421/0001-11,TIM S.A.,Telecomunicações,ATIVO,TIM S.A.,acao
TOTS3,TOTVS,019992,Programas e Serviços,53.113.791/0001-22,TOTVS S.A,Comunicação e Informática,ATIVO,TOTVS S.A,acao
TPIS3,TRIUNFO PART,019330,Exploração de Rodovias,03.014.553/0001-91,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,Adm. Part. - Serviços Transporte e Logística,ATIVO,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,acao
TFCO4,TRACK FIELD,025208,Vestuário,59.418.806/0001-47,TRACK & FIELD CO S.A,Têxtil e Vestuário,ATIVO,TRACK & FIELD CO S.A,acao
TAEE3,TAESA,020257,Energia Elétrica,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Adm. Part. - Energia Elétrica,ATIVO,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,acao
TAEE4,TAESA,020257,Energia Elétrica,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Adm. Part. - Energia Elétrica,ATIVO,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,acao
TAEE11,TAESA,020257,Energia Elétrica,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Adm. Part. - Energia Elétrica,ATIVO,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,fii
TTEN3,3TENTOS,025950,Agricultura,94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S.A.,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,TRÊS TENTOS AGROINDUSTRIAL S.A.,acao
LUXM3,TREVISA,008192,Transporte Hidroviário,92.660.570/0001-26,TREVISA  INVESTIMENTOS SA,Adm. Part. - Sem Setor Principal,ATIVO,TREVISA  INVESTIMENTOS SA,acao
LUXM4,TREVISA,008192,Transporte Hidroviário,92.660.570/0001-26,TREVISA  INVESTIMENTOS SA,Adm. Part. - Sem Setor Principal,ATIVO,TREVISA  INVESTIMENTOS SA,acao
TRIS3,TRISUL,021130,Incorporações,08.811.643/0001-27,TRISUL S/A,"Adm. Part. - Const. Civil, Mat. Const. e Decoração",ATIVO,TRISUL S/A,acao
CRPG3,CRISTAL,011398,Químicos Diversos,15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,Petroquímicos e Borracha,ATIVO,TRONOX PIGMENTOS DO BRASIL S.A.,acao
CRPG5,CRISTAL,011398,Químicos Diversos,15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,Petroquímicos e Borracha,ATIVO,TRONOX PIGMENTOS DO BRASIL S.A.,acao
CRPG6,CRISTAL,011398,Químicos Diversos,15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,Petroquímicos e Borracha,ATIVO,TRONOX PIGMENTOS DO BRASIL S.A.,acao
TUPY3,TUPY,006343,Material Rodoviário,84.683.374/0001-49,TUPY SA,Metalurgia e Siderurgia,ATIVO,TUPY SA,acao
UGPA3,ULTRAPAR,018465,Exploração. Refino e Distribuição,33.256.439/0001-39,ULTRAPAR PARTICIPAÇÕES SA,Adm. Part. - Petróleo e Gás,ATIVO,ULTRAPAR PARTICIPAÇÕES SA,acao
AUAU3,PETZCOBASI,027766,Produtos Diversos,53.153.938/0001-08,UNIÃO PET PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),ATIVO,UNIÃO PET PARTICIPAÇÕES S.A.,acao
AUAU99,PETZCOBASI,027766,Produtos Diversos,53.153.938/0001-08,UNIÃO PET PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),ATIVO,UNIÃO PET PARTICIPAÇÕES S.A.,acao
UCAS3,UNICASA,022780,Móveis,90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,Constr. e Decoração,ATIVO,UNICASA INDÚSTRIA DE MÓVEIS S.A.,acao
FIQE3,UNIFIQUE,026050,Telecomunicações,02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,Adm. Part. - Telecomunicações,ATIVO,UNIFIQUE TELECOMUNICAÇÕES S.A.,acao
UNIP3,UNIPAR,011592,Químicos Diversos,33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,Petroquímicos e Borracha,ATIVO,UNIPAR CARBOCLORO S.A.,acao
UNIP5,UNIPAR,011592,Químicos Diversos,33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,Petroquímicos e Borracha,ATIVO,UNIPAR CARBOCLORO S.A.,acao
UNIP6,UNIPAR,011592,Químicos Diversos,33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,Petroquímicos e Borracha,ATIVO,UNIPAR CARBOCLORO S.A.,acao
USIM3,USIMINAS,014320,Siderurgia,60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,Metalurgia e Siderurgia,ATIVO,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,acao
USIM5,USIMINAS,014320,Siderurgia,60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,Metalurgia e Siderurgia,ATIVO,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,acao
USIM6,USIMINAS,014320,Siderurgia,60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,Metalurgia e Siderurgia,ATIVO,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,acao
VALE3,VALE,004170,Minerais Metálicos,33.592.510/0001-54,VALE S.A.,Extração Mineral,ATIVO,VALE S.A.,acao
VLID3,VALID,020028,Serviços Diversos,33.113.309/0001-47,VALID SOLUÇÕES S.A.,Comunicação e Informática,ATIVO,VALID SOLUÇÕES S.A.,acao
VAMO3,VAMOS,024716,Aluguel de carros,23.373.000/0001-32,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",Serviços Transporte e Logística,ATIVO,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",acao
VAMO99,VAMOS,024716,Aluguel de carros,23.373.000/0001-32,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",Serviços Transporte e Logística,ATIVO,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",acao
HYEM39,VANECK EMERG,050812,Não Classificados,,,,,VANECK EMERG,acao
ANGV39,VANECK ANGL,050813,Não Classificados,,,,,VANECK ANGL,acao
GDXB39,VE GOLD ETF,079995,Não Classificados,,,,,VE GOLD ETF,acao
EMLC39,VANECK JPM E,050000,Não Classificados,,,,,VANECK JPM E,acao
MOTB39,VE MOAT ETF,079987,Não Classificados,,,,,VE MOAT ETF,acao
PFXF39,VANECK PREF,050815,Não Classificados,,,,,VANECK PREF,acao
SLXB39,VE STEEL ETF,079944,Não Classificados,,,,,VE STEEL ETF,acao
BUZZ39,VE BUZZ ETF,079979,Não Classificados,,,,,VE BUZZ ETF,acao
VSTE3,VESTE,021440,Tecidos. Vestuário e Calçados,49.669.856/0001-43,VESTE SA ESTILO,Adm. Part. - Comércio (Atacado e Varejo),ATIVO,VESTE SA ESTILO,acao
VBBR3,VIBRA,024295,Distribuição de Combustíveis,34.274.233/0001-02,VIBRA ENERGIA S/A,Comércio (Atacado e Varejo),ATIVO,VIBRA ENERGIA S/A,acao
VTRU3,VITRUEDUCA,027057,Serviços Educacionais,20.512.706/0001-40,VITRU EDUCAÇÃO S.A.,Educação,ATIVO,VITRU EDUCAÇÃO S.A.,acao
VITT3,VITTIA,025763,Fertilizantes e Defensivos,45.365.558/0001-09,VITTIA S.A.,"Agricultura (Açúcar, Álcool e Cana)",ATIVO,VITTIA S.A.,acao
VIVA3,VIVARA S.A.,024805,Acessórios,33.839.910/0001-11,VIVARA PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),ATIVO,VIVARA PARTICIPAÇÕES S.A.,acao
VIVR3,VIVER,020702,Incorporações,67.571.414/0001-41,VIVER INCORPORADORA E CONSTRUTORA S.A,Constr. e Decoração,ATIVO,VIVER INCORPORADORA E CONSTRUTORA S.A,acao
VIVR11,VIVER,020702,Incorporações,67.571.414/0001-41,VIVER INCORPORADORA E CONSTRUTORA S.A,Constr. e Decoração,ATIVO,VIVER INCORPORADORA E CONSTRUTORA S.A,fii
VIVR12,VIVER,020702,Incorporações,67.571.414/0001-41,VIVER INCORPORADORA E CONSTRUTORA S.A,Constr. e Decoração,ATIVO,VIVER INCORPORADORA E CONSTRUTORA S.A,acao
VULC3,VULCABRAS,011762,Calçados,50.926.955/0001-42,VULCABRAS S.A.,Têxtil e Vestuário,ATIVO,VULCABRAS S.A.,acao
WEGE3,WEG,005410,Motores . Compressores e Outros,84.429.695/0001-11,WEG SA,"Adm. Part. - Máqs., Equip., Veíc. e Peças",ATIVO,WEG SA,acao
WEST3,WESTWING,025518,Móveis,14.776.142/0001-50,WESTWING COMÉRCIO VAREJISTA S.A.,Comércio (Atacado e Varejo),ATIVO,WESTWING COMÉRCIO VAREJISTA S.A.,acao
MWET3,WETZEL S/A,011991,Material Rodoviário,84.683.671/0001-94,WETZEL S.A.,Metalurgia e Siderurgia,ATIVO,WETZEL S.A.,acao
MWET4,WETZEL S/A,011991,Material Rodoviário,84.683.671/0001-94,WETZEL S.A.,Metalurgia e Siderurgia,ATIVO,WETZEL S.A.,acao
WHRL3,WHIRLPOOL,014346,Eletrodomésticos,59.105.999/0001-86,WHIRLPOOL S.A,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,WHIRLPOOL S.A,acao
WHRL4,WHIRLPOOL,014346,Eletrodomésticos,59.105.999/0001-86,WHIRLPOOL S.A,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,WHIRLPOOL S.A,acao
BWCL39,WT CLOU COMP,050811,Não Classificados,,,,,WT CLOU COMP,acao
BUSF39,WT FLOATRATE,050031,Não Classificados,,,,,WT FLOATRATE,acao
BAGY39,WT YIELD ENH,050034,Não Classificados,,,,,WT YIELD ENH,acao
WIZC3,WIZ CO,023590,Corretoras de Seguros e Resseguros,42.278.473/0001-03,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,Seguradoras e Corretoras,ATIVO,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,acao
WLMM3,WLM IND COM,011070,Material de Transporte,33.228.024/0001-51,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,"Adm. Part. - Máqs., Equip., Veíc. e Peças",ATIVO,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,acao
WLMM4,WLM IND COM,011070,Material de Transporte,33.228.024/0001-51,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,"Adm. Part. - Máqs., Equip., Veíc. e Peças",ATIVO,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,acao
XPBR31,XP INC,057746,Não Classificados,,,,,XP INC,acao
BCHA39,XTRACKERCHIN,050843,Não Classificados,,,,,XTRACKERCHIN,acao
BEME39,XTRACKEREMM,050844,Não Classificados,,,,,XTRACKEREMM,acao
BEUR39,XTRACKEREUR,050845,Não Classificados,,,,,XTRACKEREUR,acao
BJAP39,XTRACKERJAP,050846,Não Classificados,,,,,XTRACKERJAP,acao
BEUA39,XTRACKERUSA,050847,Não Classificados,,,,,XTRACKERUSA,acao
BLUZ39,XTRACKERENGY,050848,Não Classificados,,,,,XTRACKERENGY,acao
BWOR39,XTRACKERWRLD,050850,Não Classificados,,,,,XTRACKERWRLD,acao
BUFF39,XTRACKERWRVL,050851,Não Classificados,,,,,XTRACKERWRVL,acao
BTWO39,XTRACKER2000,050854,Não Classificados,,,,,XTRACKER2000,acao
BEQW39,XTRACKERWEIG,050852,Não Classificados,,,,,XTRACKERWEIG,acao
YDUQ3,YDUQS PART,021016,Serviços Educacionais,08.807.432/0001-10,YDUQS PARTICIPACOES S.A.,Adm. Part. - Educação,ATIVO,YDUQS PARTICIPACOES S.A.,acao
